,indicator,name,source,source_notes,subject_notes,language,units,scale
7001,fin25f.a.s.5,,world_bank,,,1,,
7002,fin25f.a.s.6,,world_bank,,,1,,
7003,fin25f.a.s.7,,world_bank,,,1,,
7004,fin25f.a.s.8,,world_bank,,,1,,
7005,fin25f.a.s.9,,world_bank,,,1,,
7006,fin26.28.t.a,,world_bank,,,1,,
7007,fin26.28.t.a.1,,world_bank,,,1,,
7008,fin26.28.t.a.10,,world_bank,,,1,,
7009,fin26.28.t.a.11,,world_bank,,,1,,
7010,fin26.28.t.a.2,,world_bank,,,1,,
7011,fin26.28.t.a.3,,world_bank,,,1,,
7012,fin26.28.t.a.4,,world_bank,,,1,,
7013,fin26.28.t.a.5,,world_bank,,,1,,
7014,fin26.28.t.a.6,,world_bank,,,1,,
7015,fin26.28.t.a.7,,world_bank,,,1,,
7016,fin26.28.t.a.8,,world_bank,,,1,,
7017,fin26.28.t.a.9,,world_bank,,,1,,
7018,fin26.t.a,,world_bank,,,1,,
7019,fin26.t.a.1,,world_bank,,,1,,
7020,fin26.t.a.10,,world_bank,,,1,,
7021,fin26.t.a.11,,world_bank,,,1,,
7022,fin26.t.a.2,,world_bank,,,1,,
7023,fin26.t.a.3,,world_bank,,,1,,
7024,fin26.t.a.4,,world_bank,,,1,,
7025,fin26.t.a.5,,world_bank,,,1,,
7026,fin26.t.a.6,,world_bank,,,1,,
7027,fin26.t.a.7,,world_bank,,,1,,
7028,fin26.t.a.8,,world_bank,,,1,,
7029,fin26.t.a.9,,world_bank,,,1,,
7030,fin27.29a.t.a,,world_bank,,,1,,
7031,fin27.29a.t.a.s,,world_bank,,,1,,
7032,fin27.29a.t.d,,world_bank,,,1,,
7033,fin27.29a.t.d.s,,world_bank,,,1,,
7034,fin27.29b.t.a,,world_bank,,,1,,
7035,fin27.29b.t.a.s,,world_bank,,,1,,
7036,fin27.29c1.t.d,,world_bank,,,1,,
7037,fin27.29c1.t.d.s,,world_bank,,,1,,
7038,fin27.29c2.t.a,,world_bank,,,1,,
7039,fin27.29c2.t.a.s,,world_bank,,,1,,
7040,fin27.29c2.t.d,,world_bank,,,1,,
7041,fin27.29c2.t.d.s,,world_bank,,,1,,
7042,fin27a.t.a,,world_bank,,,1,,
7043,fin27a.t.a.s,,world_bank,,,1,,
7044,fin27a.t.d,,world_bank,,,1,,
7045,fin27a.t.d.s,,world_bank,,,1,,
7046,fin27b.t.a,,world_bank,,,1,,
7047,fin27b.t.a.s,,world_bank,,,1,,
7048,fin27c1.t.d,,world_bank,,,1,,
7049,fin27c1.t.d.s,,world_bank,,,1,,
7050,fin27c2.t.a,,world_bank,,,1,,
7051,fin27c2.t.a.s,,world_bank,,,1,,
7052,fin27c2.t.d,,world_bank,,,1,,
7053,fin27c2.t.d.s,,world_bank,,,1,,
7054,fin28.t.a,,world_bank,,,1,,
7055,fin28.t.a.1,,world_bank,,,1,,
7056,fin28.t.a.10,,world_bank,,,1,,
7057,fin28.t.a.11,,world_bank,,,1,,
7058,fin28.t.a.2,,world_bank,,,1,,
7059,fin28.t.a.3,,world_bank,,,1,,
7060,fin28.t.a.4,,world_bank,,,1,,
7061,fin28.t.a.5,,world_bank,,,1,,
7062,fin28.t.a.6,,world_bank,,,1,,
7063,fin28.t.a.7,,world_bank,,,1,,
7064,fin28.t.a.8,,world_bank,,,1,,
7065,fin28.t.a.9,,world_bank,,,1,,
7066,fin29a.t.a,,world_bank,,,1,,
7067,fin29a.t.a.s,,world_bank,,,1,,
7068,fin29a.t.d,,world_bank,,,1,,
7069,fin29a.t.d.s,,world_bank,,,1,,
7070,fin29b.t.a,,world_bank,,,1,,
7071,fin29b.t.a.s,,world_bank,,,1,,
7072,fin29c1.t.d,,world_bank,,,1,,
7073,fin29c1.t.d.s,,world_bank,,,1,,
7074,fin29c2.t.a,,world_bank,,,1,,
7075,fin29c2.t.a.s,,world_bank,,,1,,
7076,fin29c2.t.d,,world_bank,,,1,,
7077,fin29c2.t.d.s,,world_bank,,,1,,
7078,fin30.t.a,,world_bank,,,1,,
7079,fin30.t.a.1,,world_bank,,,1,,
7080,fin30.t.a.10,,world_bank,,,1,,
7081,fin30.t.a.11,,world_bank,,,1,,
7082,fin30.t.a.2,,world_bank,,,1,,
7083,fin30.t.a.3,,world_bank,,,1,,
7084,fin30.t.a.4,,world_bank,,,1,,
7085,fin30.t.a.5,,world_bank,,,1,,
7086,fin30.t.a.6,,world_bank,,,1,,
7087,fin30.t.a.7,,world_bank,,,1,,
7088,fin30.t.a.8,,world_bank,,,1,,
7089,fin30.t.a.9,,world_bank,,,1,,
7090,fin31a.t.a,,world_bank,,,1,,
7091,fin31a.t.a.s,,world_bank,,,1,,
7092,fin31a.t.d,,world_bank,,,1,,
7093,fin31a.t.d.s,,world_bank,,,1,,
7094,fin31b.t.a,,world_bank,,,1,,
7095,fin31b.t.a.s,,world_bank,,,1,,
7096,fin31c.t.a,,world_bank,,,1,,
7097,fin31c.t.a.s,,world_bank,,,1,,
7098,fin32.t.a,,world_bank,,,1,,
7099,fin32.t.a.1,,world_bank,,,1,,
7100,fin32.t.a.10,,world_bank,,,1,,
7101,fin32.t.a.11,,world_bank,,,1,,
7102,fin32.t.a.2,,world_bank,,,1,,
7103,fin32.t.a.3,,world_bank,,,1,,
7104,fin32.t.a.4,,world_bank,,,1,,
7105,fin32.t.a.5,,world_bank,,,1,,
7106,fin32.t.a.6,,world_bank,,,1,,
7107,fin32.t.a.7,,world_bank,,,1,,
7108,fin32.t.a.8,,world_bank,,,1,,
7109,fin32.t.a.9,,world_bank,,,1,,
7110,fin33.14.a,,world_bank,,,1,,
7111,fin33.14.a.1,,world_bank,,,1,,
7112,fin33.14.a.10,,world_bank,,,1,,
7113,fin33.14.a.11,,world_bank,,,1,,
7114,fin33.14.a.2,,world_bank,,,1,,
7115,fin33.14.a.3,,world_bank,,,1,,
7116,fin33.14.a.4,,world_bank,,,1,,
7117,fin33.14.a.5,,world_bank,,,1,,
7118,fin33.14.a.6,,world_bank,,,1,,
7119,fin33.14.a.7,,world_bank,,,1,,
7120,fin33.14.a.8,,world_bank,,,1,,
7121,fin33.14.a.9,,world_bank,,,1,,
7122,fin33n.t.a,,world_bank,,,1,,
7123,fin33n.t.a.1,,world_bank,,,1,,
7124,fin33n.t.a.10,,world_bank,,,1,,
7125,fin33n.t.a.11,,world_bank,,,1,,
7126,fin33n.t.a.2,,world_bank,,,1,,
7127,fin33n.t.a.3,,world_bank,,,1,,
7128,fin33n.t.a.4,,world_bank,,,1,,
7129,fin33n.t.a.5,,world_bank,,,1,,
7130,fin33n.t.a.6,,world_bank,,,1,,
7131,fin33n.t.a.7,,world_bank,,,1,,
7132,fin33n.t.a.8,,world_bank,,,1,,
7133,fin33n.t.a.9,,world_bank,,,1,,
7134,fin33y.t.a,,world_bank,,,1,,
7135,fin33y.t.a.1,,world_bank,,,1,,
7136,fin33y.t.a.10,,world_bank,,,1,,
7137,fin33y.t.a.11,,world_bank,,,1,,
7138,fin33y.t.a.2,,world_bank,,,1,,
7139,fin33y.t.a.3,,world_bank,,,1,,
7140,fin33y.t.a.4,,world_bank,,,1,,
7141,fin33y.t.a.5,,world_bank,,,1,,
7142,fin33y.t.a.6,,world_bank,,,1,,
7143,fin33y.t.a.7,,world_bank,,,1,,
7144,fin33y.t.a.8,,world_bank,,,1,,
7145,fin33y.t.a.9,,world_bank,,,1,,
7146,fin34a.14.a,,world_bank,,,1,,
7147,fin34a.14.a.s,,world_bank,,,1,,
7148,fin34a.t.a,,world_bank,,,1,,
7149,fin34a.t.a.s,,world_bank,,,1,,
7150,fin34a.t.d,,world_bank,,,1,,
7151,fin34a.t.d.s,,world_bank,,,1,,
7152,fin34an.t.a,,world_bank,,,1,,
7153,fin34an.t.a.s,,world_bank,,,1,,
7154,fin34an.t.d,,world_bank,,,1,,
7155,fin34an.t.d.s,,world_bank,,,1,,
7156,fin34ay.t.a,,world_bank,,,1,,
7157,fin34ay.t.a.s,,world_bank,,,1,,
7158,fin34ay.t.d,,world_bank,,,1,,
7159,fin34ay.t.d.s,,world_bank,,,1,,
7160,fin34b.14.a,,world_bank,,,1,,
7161,fin34b.14.a.s,,world_bank,,,1,,
7162,fin34b.14.d,,world_bank,,,1,,
7163,fin34b.14.d.s,,world_bank,,,1,,
7164,fin34b.t.a,,world_bank,,,1,,
7165,fin34b.t.a.s,,world_bank,,,1,,
7166,fin34bn.t.a,,world_bank,,,1,,
7167,fin34bn.t.a.s,,world_bank,,,1,,
7168,fin34by.t.a,,world_bank,,,1,,
7169,fin34by.t.a.s,,world_bank,,,1,,
7170,fin34c.14.a,,world_bank,,,1,,
7171,fin34c.14.a.s,,world_bank,,,1,,
7172,fin34c2.t.a,,world_bank,,,1,,
7173,fin34c2.t.a.s,,world_bank,,,1,,
7174,fin34c2n.t.a,,world_bank,,,1,,
7175,fin34c2n.t.a.s,,world_bank,,,1,,
7176,fin34c2y.t.a,,world_bank,,,1,,
7177,fin34c2y.t.a.s,,world_bank,,,1,,
7178,fin36.t.a,,world_bank,,,1,,
7179,fin36.t.a.s,,world_bank,,,1,,
7180,fin36n.t.a,,world_bank,,,1,,
7181,fin36n.t.a.s,,world_bank,,,1,,
7182,fin36y.t.a,,world_bank,,,1,,
7183,fin36y.t.a.s,,world_bank,,,1,,
7184,fin37.t.a,,world_bank,,,1,,
7185,fin37.t.a.1,,world_bank,,,1,,
7186,fin37.t.a.10,,world_bank,,,1,,
7187,fin37.t.a.11,,world_bank,,,1,,
7188,fin37.t.a.2,,world_bank,,,1,,
7189,fin37.t.a.3,,world_bank,,,1,,
7190,fin37.t.a.4,,world_bank,,,1,,
7191,fin37.t.a.5,,world_bank,,,1,,
7192,fin37.t.a.6,,world_bank,,,1,,
7193,fin37.t.a.7,,world_bank,,,1,,
7194,fin37.t.a.8,,world_bank,,,1,,
7195,fin37.t.a.9,,world_bank,,,1,,
7196,fin38.39a.a,,world_bank,,,1,,
7197,fin38.39a.a.s,,world_bank,,,1,,
7198,fin38.39c1.a,,world_bank,,,1,,
7199,fin38.39c1.a.s,,world_bank,,,1,,
7200,fin38.41.d,,world_bank,,,1,,
7201,fin38.41.d.s,,world_bank,,,1,,
7202,fin38.a,,world_bank,,,1,,
7203,fin38.a.1,,world_bank,,,1,,
7204,fin38.a.10,,world_bank,,,1,,
7205,fin38.a.11,,world_bank,,,1,,
7206,fin38.a.2,,world_bank,,,1,,
7207,fin38.a.3,,world_bank,,,1,,
7208,fin38.a.4,,world_bank,,,1,,
7209,fin38.a.5,,world_bank,,,1,,
7210,fin38.a.6,,world_bank,,,1,,
7211,fin38.a.7,,world_bank,,,1,,
7212,fin38.a.8,,world_bank,,,1,,
7213,fin38.a.9,,world_bank,,,1,,
7214,fin39a.d,,world_bank,,,1,,
7215,fin39a.d.s,,world_bank,,,1,,
7216,fin39a.t.a,,world_bank,,,1,,
7217,fin39a.t.a.s,,world_bank,,,1,,
7218,fin39a.t.d,,world_bank,,,1,,
7219,fin39a.t.d.s,,world_bank,,,1,,
7220,fin39b.a,,world_bank,,,1,,
7221,fin39b.a.s,,world_bank,,,1,,
7222,fin39b.t.a,,world_bank,,,1,,
7223,fin39b.t.a.s,,world_bank,,,1,,
7224,fin39c1.t.a,,world_bank,,,1,,
7225,fin39c1.t.a.s,,world_bank,,,1,,
7226,fin4.t.a,,world_bank,,,1,,
7227,fin4.t.d,,world_bank,,,1,,
7228,fin4_t_d,,world_bank,,,1,,
7229,fin41.t.d,,world_bank,,,1,,
7230,fin41.t.d.s,,world_bank,,,1,,
7231,fin42.t.a,,world_bank,,,1,,
7232,fin42.t.a.1,,world_bank,,,1,,
7233,fin42.t.a.10,,world_bank,,,1,,
7234,fin42.t.a.11,,world_bank,,,1,,
7235,fin42.t.a.2,,world_bank,,,1,,
7236,fin42.t.a.3,,world_bank,,,1,,
7237,fin42.t.a.4,,world_bank,,,1,,
7238,fin42.t.a.5,,world_bank,,,1,,
7239,fin42.t.a.6,,world_bank,,,1,,
7240,fin42.t.a.7,,world_bank,,,1,,
7241,fin42.t.a.8,,world_bank,,,1,,
7242,fin42.t.a.9,,world_bank,,,1,,
7243,fin43a.t.a,,world_bank,,,1,,
7244,fin43a.t.a.s,,world_bank,,,1,,
7245,fin43a.t.d,,world_bank,,,1,,
7246,fin43a.t.d.s,,world_bank,,,1,,
7247,fin43b.t.a,,world_bank,,,1,,
7248,fin43b.t.a.s,,world_bank,,,1,,
7249,fin43c1.t.a,,world_bank,,,1,,
7250,fin43c1.t.a.s,,world_bank,,,1,,
7251,fin45.d,,world_bank,,,1,,
7252,fin45.d.s,,world_bank,,,1,,
7253,fin46.a,,world_bank,,,1,,
7254,fin46.a.1,,world_bank,,,1,,
7255,fin46.a.10,,world_bank,,,1,,
7256,fin46.a.11,,world_bank,,,1,,
7257,fin46.a.2,,world_bank,,,1,,
7258,fin46.a.3,,world_bank,,,1,,
7259,fin46.a.4,,world_bank,,,1,,
7260,fin46.a.5,,world_bank,,,1,,
7261,fin46.a.6,,world_bank,,,1,,
7262,fin46.a.7,,world_bank,,,1,,
7263,fin46.a.8,,world_bank,,,1,,
7264,fin46.a.9,,world_bank,,,1,,
7265,fin47a.a,,world_bank,,,1,,
7266,fin47a.a.s,,world_bank,,,1,,
7267,fin47a.t,,world_bank,,,1,,
7268,fin47a.t.s,,world_bank,,,1,,
7269,fin47b.t,,world_bank,,,1,,
7270,fin47b.t.s,,world_bank,,,1,,
7271,fin47c2.a,,world_bank,,,1,,
7272,fin47c2.a.s,,world_bank,,,1,,
7273,fin48.a,,world_bank,,,1,,
7274,fin48_a,,world_bank,,,1,,
7275,fin48_a_1,,world_bank,,,1,,
7276,fin48_a_2,,world_bank,,,1,,
7277,fin48_a_3,,world_bank,,,1,,
7278,fin48_a_4,,world_bank,,,1,,
7279,fin48_a_5,,world_bank,,,1,,
7280,fin48_a_6,,world_bank,,,1,,
7281,fin48_a_7,,world_bank,,,1,,
7282,fin5.a,,world_bank,,,1,,
7283,fin5.a.s,,world_bank,,,1,,
7284,fin5.d,,world_bank,,,1,,
7285,fin5.d.1,,world_bank,,,1,,
7286,fin5.d.10,,world_bank,,,1,,
7287,fin5.d.11,,world_bank,,,1,,
7288,fin5.d.2,,world_bank,,,1,,
7289,fin5.d.3,,world_bank,,,1,,
7290,fin5.d.4,,world_bank,,,1,,
7291,fin5.d.5,,world_bank,,,1,,
7292,fin5.d.6,,world_bank,,,1,,
7293,fin5.d.7,,world_bank,,,1,,
7294,fin5.d.8,,world_bank,,,1,,
7295,fin5.d.9,,world_bank,,,1,,
7296,fin5.d.s,,world_bank,,,1,,
7297,fin6.a,,world_bank,,,1,,
7298,fin6_a,,world_bank,,,1,,
7299,fin6_a_1,,world_bank,,,1,,
7300,fin6_a_2,,world_bank,,,1,,
7301,fin6_a_3,,world_bank,,,1,,
7302,fin6_a_4,,world_bank,,,1,,
7303,fin6_a_5,,world_bank,,,1,,
7304,fin6_a_6,,world_bank,,,1,,
7305,fin6_a_7,,world_bank,,,1,,
7306,fin65e.11.a,,world_bank,,,1,,
7307,fin65e.11.a.1,,world_bank,,,1,,
7308,fin65e.11.a.10,,world_bank,,,1,,
7309,fin65e.11.a.11,,world_bank,,,1,,
7310,fin65e.11.a.2,,world_bank,,,1,,
7311,fin65e.11.a.3,,world_bank,,,1,,
7312,fin65e.11.a.4,,world_bank,,,1,,
7313,fin65e.11.a.5,,world_bank,,,1,,
7314,fin65e.11.a.6,,world_bank,,,1,,
7315,fin65e.11.a.7,,world_bank,,,1,,
7316,fin65e.11.a.8,,world_bank,,,1,,
7317,fin65e.11.a.9,,world_bank,,,1,,
7318,fin68a.11.a,,world_bank,,,1,,
7319,fin7.t.a,,world_bank,,,1,,
7320,fin7.t.a.1,,world_bank,,,1,,
7321,fin7.t.a.10,,world_bank,,,1,,
7322,fin7.t.a.11,,world_bank,,,1,,
7323,fin7.t.a.2,,world_bank,,,1,,
7324,fin7.t.a.3,,world_bank,,,1,,
7325,fin7.t.a.4,,world_bank,,,1,,
7326,fin7.t.a.5,,world_bank,,,1,,
7327,fin7.t.a.6,,world_bank,,,1,,
7328,fin7.t.a.7,,world_bank,,,1,,
7329,fin7.t.a.8,,world_bank,,,1,,
7330,fin7.t.a.9,,world_bank,,,1,,
7331,fin8.t.a,,world_bank,,,1,,
7332,fin9.t.a.s,,world_bank,,,1,,
7333,fin9.t.d,,world_bank,,,1,,
7334,fin9.t.d.s,,world_bank,,,1,,
7335,fin9.t.d1,,world_bank,,,1,,
7336,fin9.t.d1.1,,world_bank,,,1,,
7337,fin9.t.d1.10,,world_bank,,,1,,
7338,fin9.t.d1.11,,world_bank,,,1,,
7339,fin9.t.d1.2,,world_bank,,,1,,
7340,fin9.t.d1.3,,world_bank,,,1,,
7341,fin9.t.d1.4,,world_bank,,,1,,
7342,fin9.t.d1.5,,world_bank,,,1,,
7343,fin9.t.d1.6,,world_bank,,,1,,
7344,fin9.t.d1.7,,world_bank,,,1,,
7345,fin9.t.d1.8,,world_bank,,,1,,
7346,fin9.t.d1.9,,world_bank,,,1,,
7347,fin9.t.d1.s,,world_bank,,,1,,
7348,fing2p.39a.t.d,,world_bank,,,1,,
7349,fing2p.39a.t.d.s,,world_bank,,,1,,
7350,fing2p.39b.t.d,,world_bank,,,1,,
7351,fing2p.39b.t.d.s,,world_bank,,,1,,
7352,fing2p.39c.t.d,,world_bank,,,1,,
7353,fing2p.39c.t.d.s,,world_bank,,,1,,
7354,fing2p.39d.t.d,,world_bank,,,1,,
7355,fing2p.39d.t.d.s,,world_bank,,,1,,
7356,fing2p.40.t.d,,world_bank,,,1,,
7357,fing2p.40.t.d.s,,world_bank,,,1,,
7358,fing2p.t.d,,world_bank,,,1,,
7359,fing2p.t.d.1,,world_bank,,,1,,
7360,fing2p.t.d.10,,world_bank,,,1,,
7361,fing2p.t.d.11,,world_bank,,,1,,
7362,fing2p.t.d.2,,world_bank,,,1,,
7363,fing2p.t.d.3,,world_bank,,,1,,
7364,fing2p.t.d.4,,world_bank,,,1,,
7365,fing2p.t.d.5,,world_bank,,,1,,
7366,fing2p.t.d.6,,world_bank,,,1,,
7367,fing2p.t.d.7,,world_bank,,,1,,
7368,fing2p.t.d.8,,world_bank,,,1,,
7369,fing2p.t.d.9,,world_bank,,,1,,
7370,FM.ASC.DOMO.CN,,world_bank,,,1,,
7371,FM.ASC.DOMS.CN,,world_bank,,,1,,
7372,FM.ASC.DOMS.ZS,,world_bank,,,1,,
7373,FM.ASC.GOVT.CN,,world_bank,,,1,,
7374,FM.ASC.GOVT.ZS,,world_bank,,,1,,
7375,FM.ASC.NCGV.CN,,world_bank,,,1,,
7376,FM.ASC.NFGD.CN,,world_bank,,,1,,
7377,FM.ASC.NFRG.CN,,world_bank,,,1,,
7378,FM.ASC.NFRG.ZS,,world_bank,,,1,,
7379,FM.ASC.OFFO.CN,,world_bank,,,1,,
7380,FM.ASC.OFIN.CN,,world_bank,,,1,,
7381,FM.ASC.PRVT.ZS,,world_bank,,,1,,
7382,FM.ASC.TOTP.CN,,world_bank,,,1,,
7383,FM.AST.CGOV.ZG.M3,Créditos al gobierno central (crecimiento anual como % de la masa monetaria),world_bank,"El uso de recursos por el gobierno central (Estadísticas financieras internacionales, línea 32AN..ZK) incluye préstamos a instituciones gubernamentales sin considerar los depósitos.","Fondo Monetario Internacional, Estadísticas financieras internacionales y archivos de datos",1,,
7384,FM.AST.DOMO.CN,,world_bank,,,1,,
7385,FM.AST.DOMO.ZG.M3,Créditos a otros sectores de la economía nacional (crecimiento anual como % de la masa monetaria),world_bank,"El uso de recursos por otros sectores de la economía nacional (Estadísticas financieras internacionales, línea 32S..ZK) incluye el crédito bruto del sistema financiero a los hogares, las instituciones sin fines de lucro que atienden hogares, las corporaciones no financieras, los gobiernos estatales y locales y los fondos de seguridad social.","Fondo Monetario Internacional, Estadísticas financieras internacionales y archivos de datos",1,,
7386,FM.AST.DOMS.CN,Crédito interno neto (UMN a precios actuales),world_bank,"El crédito interno neto es la suma del crédito neto del sector público no financiero, el crédito al sector privado y otras cuentas. Los datos se expresan en moneda local a precios corrientes.","Fondo Monetario Internacional, Estadísticas financieras internacionales y archivos de datos",1,,
7387,FM.AST.GOVT.CN,Reclamos a los gobiernos u otros organismos públicos (UMN a precios actuales),world_bank,Los reclamos a los Gobiernos u otros organismos públicos (línea 32an + 32b + 32bx + 32c de las EFI) por lo general comprenden el crédito directo para fines específicos como el financiamiento del déficit presupuestario del Gobierno o préstamos a empresas e,"Fuente: Fondo Monetario Internacional, Estadísticas Financieras Internacionales y archivos de datos",1,,
7388,FM.AST.GOVT.CN.ZS,,world_bank,,,1,,
7389,FM.AST.GOVT.ZG.M2,"Reclamos a los gobiernos, etc. (crecimiento anual como % del M2)",world_bank,Los reclamos a los Gobiernos u otros organismos públicos (línea 32an + 32b + 32bx + 32c de las EFI) por lo general comprenden el crédito directo para fines específicos como el financiamiento del déficit presupuestario del Gobierno o préstamos a empresas e,"Fuente: Fondo Monetario Internacional, Estadísticas Financieras Internacionales y archivos de datos.",1,,
7390,FM.AST.NCGV.CN,,world_bank,,,1,,
7391,FM.AST.NFGD.CN,,world_bank,,,1,,
7392,FM.AST.NFRG.CD,,world_bank,,,1,,
7393,FM.AST.NFRG.CN,Activos exteriores netos (UMN a precios actuales),world_bank,"Los activos exteriores netos son la suma de los activos en el exterior en poder de autoridades monetarias y de bancos creadores de dinero, menos sus pasivos frente al exterior. Los datos se expresan en moneda local a precios corrientes.","Fondo Monetario Internacional, Estadísticas financieras internacionales y archivos de datos",1,,
7394,FM.AST.OFFO.CN,,world_bank,,,1,,
7395,FM.AST.OFIN.CN,,world_bank,,,1,,
7396,FM.AST.PRVT.CN,,world_bank,,,1,,
7397,FM.AST.PRVT.GD.ZS,,world_bank,,,1,,
7398,FM.AST.PRVT.ZG.M2,Reclamos al sector privado (crecimiento anual como % del M2),world_bank,"Los reclamos al sector privado (línea 32d de las EFI) incluyen el crédito bruto otorgado por el sistema financiero a personas, empresas, entidades públicas no financieras no incluidas en el crédito interno neto e instituciones financieras no incluidas en ","Fuente: Fondo Monetario Internacional, Estadísticas Financieras Internacionales y archivos de datos.",1,,
7399,FM.AST.PRVT.ZG.M3,Créditos al sector privado (crecimiento anual como % de la masa monetaria),world_bank,"El uso de recursos por el sector privado (Estadísticas financieras internacionales, línea 32D..ZK o 32D..ZF) incluye el crédito bruto del sistema financiero hacia personas, empresas, entidades públicas no financieras no incluidas en el crédito nacional neto e instituciones financieras que no se incluyen en otra parte.","Fondo Monetario Internacional, Estadísticas financieras internacionales y archivos de datos",1,,
7400,FM.AST.PUBL.CN,,world_bank,,,1,,
7401,FM.AST.PUBL.ZG.M2,,world_bank,,,1,,
7402,FM.AST.TOTP.CN,,world_bank,,,1,,
7403,FM.LBC.MQMY.CN,,world_bank,,,1,,
7404,FM.LBC.XMQM.CN,,world_bank,,,1,,
7405,FM.LBL.BMNY.CN,Masa monetaria (moneda local actual),world_bank,"La masa monetaria (Estadísticas financieras internacionales, línea 35L..ZK) es la suma de la moneda fuera de los bancos; depósitos de demanda que no sean los del gobierno central; depósitos a plazo, ahorros y depósitos en moneda extranjera de sectores residentes que no sean el gobierno central; cheques bancarios y de viajero y otras garantías como certificados de depósito y documentos negociables.","Fondo Monetario Internacional, Estadísticas financieras internacionales y archivos de datos",1,,
7406,FM.LBL.BMNY.GD.ZS,Masa monetaria (% del PIB),world_bank,"La masa monetaria (Estadísticas financieras internacionales, línea 35L..ZK) es la suma de la moneda fuera de los bancos; depósitos de demanda que no sean los del gobierno central; depósitos a plazo, ahorros y depósitos en moneda extranjera de sectores residentes que no sean el gobierno central; cheques bancarios y de viajero y otras garantías como certificados de depósito y documentos negociables.","Fondo Monetario Internacional, Estadísticas financieras internacionales y archivos de datos y estimaciones del PIB del Banco Mundial y la OCDE.",1,,
7407,FM.LBL.BMNY.IR.ZS,Relación entre masa monetaria y reservas totales,world_bank,"La masa monetaria (Estadísticas financieras internacionales, línea 35L..ZK) es la suma de la moneda fuera de los bancos; depósitos de demanda que no sean los del gobierno central; depósitos a plazo, ahorros y depósitos en moneda extranjera de sectores residentes que no sean el gobierno central; cheques bancarios y de viajero y otras garantías como certificados de depósito y documentos negociables.","Fondo Monetario Internacional, Estadísticas financieras internacionales y archivos de datos",1,,
7408,FM.LBL.BMNY.ZG,Crecimiento de la masa monetaria (% anual),world_bank,"La masa monetaria (Estadísticas financieras internacionales, línea 35L..ZK) es la suma de la moneda fuera de los bancos; depósitos de demanda que no sean los del gobierno central; depósitos a plazo, ahorros y depósitos en moneda extranjera de sectores residentes que no sean el gobierno central; cheques bancarios y de viajero y otras garantías como certificados de depósito y documentos negociables.","Fondo Monetario Internacional, Estadísticas financieras internacionales y archivos de datos",1,,
7409,FM.LBL.DDPT.CN,,world_bank,,,1,,
7410,FM.LBL.MONY.CN,,world_bank,,,1,,
7411,FM.LBL.MQMY.CN,,world_bank,,,1,,
7412,FM.LBL.MQMY.CN.WB,,world_bank,,,1,,
7413,FM.LBL.MQMY.GD.ZS,,world_bank,,,1,,
7414,FM.LBL.MQMY.GDP.ZS,,world_bank,,,1,,
7415,FM.LBL.MQMY.IR.ZS,,world_bank,,,1,,
7416,FM.LBL.MQMY.XD,,world_bank,,,1,,
7417,FM.LBL.MQMY.ZG,,world_bank,,,1,,
7418,FM.LBL.NBNK.CN,,world_bank,,,1,,
7419,FM.LBL.QMNY.CN,,world_bank,,,1,,
7420,FM.LBL.QMNY.CN.WB,,world_bank,,,1,,
7421,FM.LBL.QMNY.GDP.ZS,,world_bank,,,1,,
7422,FM.LBL.SEIG.GDP.ZS,,world_bank,,,1,,
7423,FM.LBL.XMQM.CN,,world_bank,,,1,,
7424,FN.CRED.AGR.TOTL,,world_bank,,,1,,
7425,FN.CRED.BUS.TOTL,,world_bank,,,1,,
7426,FN.CRED.CNSP.TOTL,,world_bank,,,1,,
7427,FN.CRED.CNST.TOTL,,world_bank,,,1,,
7428,FN.CRED.INVS.TOTL,,world_bank,,,1,,
7429,FN.CRED.MINQ.TOTL,,world_bank,,,1,,
7430,FN.CRED.MNF.TOTL,,world_bank,,,1,,
7431,FN.CRED.SRV.OTHR.TOTL,,world_bank,,,1,,
7432,FN.CRED.SRV.SOCL.TOTL,,world_bank,,,1,,
7433,FN.CRED.TRAD.TOTL,,world_bank,,,1,,
7434,FN.CRED.TRAN.TOTL,,world_bank,,,1,,
7435,FN.CRED.UTL.TOTL,,world_bank,,,1,,
7436,FN.CRED.WCAP.TOTL,,world_bank,,,1,,
7437,FN.DPST.TOTL,,world_bank,,,1,,
7438,FN.INR.CBIR,,world_bank,,,1,,
7439,FN.LOAN.CBK.TOTL,,world_bank,,,1,,
7440,FP.CPI.TOTL,Índice de precios al consumidor (2010 = 100),world_bank,"El índice de precios al consumidor refleja las variaciones en el costo para el consumidor medio de adquirir una canasta de bienes y servicios que puede ser fija o variable a intervalos determinados, por ejemplo anualmente. Por lo general se utiliza la fórmula de Laspeyres.","Fondo Monetario Internacional, Estadísticas financieras internacionales y archivos de datos",1,,
7441,FP.CPI.TOTL.ZG,"Inflación, precios al consumidor (% anual)",world_bank,"La inflación medida por el índice de precios al consumidor refleja la variación porcentual anual en el costo para el consumidor medio de adquirir una canasta de bienes y servicios que puede ser fija o variable a intervalos determinados, por ejemplo anualmente. Por lo general se utiliza la fórmula de Laspeyres.","Fondo Monetario Internacional, Estadísticas financieras internacionales y archivos de datos",1,,
7442,FP.FPI.TOTL,,world_bank,,,1,,
7443,FP.FPI.TOTL.ZG,,world_bank,,,1,,
